Reaction_Type,Metal,Support,Promoter,Preparation_Method,Metal_Loading_wt%,Temperature_C,Pressure_bar,GHSV_h-1,H2_CO_Ratio,Activity,Selectivity,Stability,TOF_s-1,Activation_Energy_kJ_mol
co2-reduction,Pt,MgO,La2O3,ALD,12.1,779.5,30.8,35671.0,3.32,0.4182,0.468,0.6369,10.49,114.4
water-gas-shift,W,BEA,La2O3,Flame-spray,6.45,262.7,65.0,46189.0,3.46,0.4874,0.4029,0.6498,21.95,138.7
syngas-to-ethanol,Cu,Al2O3,CaO,Sputtering,15.27,798.9,19.6,38323.0,3.04,0.3911,0.4119,0.5852,0.18,101.9
dry-reforming,Pt,MOF-5,None,Hydrothermal,23.46,869.7,12.6,49979.0,2.18,0.3033,0.2147,0.6662,6.13,120.7
syngas-to-ethanol,Mn,MOF-5,BaO,ALD,8.38,326.4,47.2,32787.0,1.58,0.7317,0.7198,0.7307,16.78,162.4
ammonia-synthesis,In,Graphene,Li2O,Deposition-precipitation,22.9,396.6,42.0,28564.0,1.27,0.679,0.5667,0.7612,41.73,69.1
dehydrogenation,Ti,SBA-15,CaO,Ion-exchange,4.23,363.9,38.6,41835.0,2.25,0.5095,0.4819,0.625,2.32,132.7
biomass-to-hmf,V,SBA-15,Li2O,Electrodeposition,4.62,736.0,17.8,36295.0,2.21,0.3916,0.4267,0.6238,9.05,111.3
ethanol-to-jet,Cr,HZSM-5,K2O,Impregnation,19.23,429.9,84.4,12340.0,2.98,0.5833,0.4411,0.5892,18.51,105.9
dry-reforming,Cu,ZrO2,SrO,Electrodeposition,16.65,112.6,53.7,21156.0,0.56,0.4589,0.5124,0.5396,7.42,110.4
biomass-to-hmf,Ni,BEA,CaO,Sol-gel,3.12,177.1,15.7,10405.0,2.34,0.5696,0.6309,0.597,0.45,70.1
water-gas-shift,Co,TiO2,CaO,Electrodeposition,14.34,892.2,23.4,34518.0,3.47,0.482,0.5285,0.4177,0.64,158.7
ethanol-to-jet,Co,MgO,CaO,Flame-spray,14.04,144.9,1.9,9398.0,2.25,0.7436,0.725,0.8379,2.1,147.7
dehydrogenation,In,MOF-5,Rb2O,Impregnation,6.13,821.0,69.5,28772.0,1.45,0.3978,0.4556,0.5598,6.8,132.7
biomass-to-hmf,W,ZrO2,None,Sol-gel,23.25,351.6,96.2,29765.0,3.13,0.5424,0.6495,0.8349,21.78,89.7
methanol-synthesis,Pt,CeO2,SrO,Hydrothermal,14.38,779.6,68.0,27488.0,1.84,0.4063,0.392,0.7615,9.06,148.6
methanol-synthesis,Cr,SBA-15,Na2O,Impregnation,2.89,285.7,8.5,30653.0,2.65,0.4964,0.5007,0.6911,2.54,175.3
dry-reforming,Ni,MCM-41,Cs2O,Electrodeposition,12.52,384.6,94.2,22161.0,2.88,0.7072,0.7839,0.7144,23.3,42.9
dehydrogenation,Pt,Graphene,BaO,Co-precipitation,2.51,223.4,71.5,32061.0,3.09,0.5736,0.5853,0.8001,4.12,46.0
ethanol-to-jet,Pt,C,Na2O,Ion-exchange,3.0,169.8,43.7,28292.0,2.29,0.5676,0.439,0.6931,62.37,43.4
hydrogenation,Co,ZrO2,SrO,Deposition-precipitation,21.66,109.9,42.0,39179.0,3.04,0.5658,0.5842,0.7826,34.95,178.9
syngas-to-ethanol,Ti,BEA,La2O3,Flame-spray,4.65,315.1,27.6,8151.0,1.09,0.5434,0.5247,0.6744,48.12,75.0
methanol-synthesis,Sn,Al2O3,BaO,Electrodeposition,15.05,256.4,11.6,15928.0,3.82,0.5376,0.5378,0.7534,5.17,123.0
dry-reforming,Mo,TiO2,CaO,Sputtering,3.84,356.5,94.8,10842.0,1.6,0.6218,0.6523,0.7601,2.0,175.3
biomass-to-hmf,V,ZrO2,BaO,Deposition-precipitation,9.71,753.2,39.9,6581.0,2.47,0.4533,0.4467,0.8007,0.77,111.8
hydrogenation,Ni,SBA-15,Li2O,Hydrothermal,11.24,333.1,69.6,41129.0,3.28,0.6163,0.616,0.4684,24.1,104.9
biomass-to-hmf,Ag,Al2O3,La2O3,Flame-spray,19.83,159.2,99.1,24483.0,1.9,0.6019,0.5437,0.782,3.99,168.1
water-gas-shift,W,HZSM-5,Na2O,ALD,15.05,831.5,11.8,13163.0,2.83,0.4434,0.4276,0.6056,17.77,121.9
dehydrogenation,Mn,Graphene,Na2O,Flame-spray,3.1,178.9,23.0,37596.0,2.45,0.509,0.594,0.9759,26.33,63.2
dry-reforming,Mn,C,SrO,ALD,4.19,898.2,48.8,15476.0,3.72,0.3682,0.2552,0.389,12.31,154.7
co2-reduction,Sn,Al2O3,Na2O,Electrodeposition,19.71,516.9,35.5,5784.0,3.03,0.5148,0.4962,0.5887,4.52,40.1
ethanol-to-jet,In,HZSM-5,Na2O,Co-precipitation,17.09,231.5,98.4,12952.0,1.11,0.4849,0.3581,0.5551,13.8,114.0
ammonia-synthesis,Ag,Graphene,CaO,Sol-gel,5.07,625.8,40.2,37132.0,3.59,0.6491,0.6307,0.5941,15.42,94.4
ethanol-to-jet,Ru,SiO2,Cs2O,Co-precipitation,14.65,739.6,54.2,18924.0,1.19,0.4805,0.4715,0.7945,8.64,130.6
ammonia-synthesis,Cr,MCM-41,Na2O,Sputtering,10.02,414.0,12.3,18247.0,2.1,0.6317,0.5484,0.6252,23.88,131.0
biomass-to-hmf,Ce,ZrO2,K2O,Sol-gel,8.17,290.9,12.6,19292.0,0.99,0.5567,0.5182,0.7298,48.39,119.5
dehydrogenation,Mn,MgO,La2O3,Electrodeposition,16.07,654.7,64.9,49995.0,2.44,0.6252,0.6004,0.5001,26.44,51.0
dry-reforming,Mo,ZrO2,None,Deposition-precipitation,23.82,487.7,20.3,19813.0,2.47,0.6083,0.608,0.6656,11.71,91.4
ammonia-synthesis,Zn,SBA-15,Li2O,Electrodeposition,4.6,552.3,79.8,11806.0,0.61,0.6329,0.6525,0.6265,34.75,73.3
ammonia-synthesis,Ti,SBA-15,Li2O,ALD,13.01,558.2,27.5,27612.0,3.97,0.5667,0.5956,0.83,11.34,143.5
ammonia-synthesis,W,SiO2,CaO,Co-precipitation,18.53,622.9,25.5,43866.0,0.61,0.5294,0.4598,0.4345,17.01,159.3
methanol-synthesis,Mo,CNT,K2O,Hydrothermal,5.64,690.1,69.2,43191.0,2.64,0.5461,0.5007,0.599,3.4,122.4
syngas-to-ethanol,Ru,Graphene,None,Sputtering,9.09,324.9,54.3,16859.0,2.96,0.5989,0.57,0.698,9.81,70.1
hydrogenation,In,CeO2,CaO,Impregnation,24.82,793.6,13.6,43438.0,1.37,0.4613,0.5388,0.6912,4.93,154.3
water-gas-shift,V,CeO2,SrO,Ion-exchange,15.88,400.1,8.5,39935.0,3.19,0.6609,0.7155,0.8201,26.38,142.5
dry-reforming,Mo,C,Na2O,Sputtering,0.56,719.3,73.5,36816.0,2.1,0.3684,0.4239,0.6506,18.6,83.7
methanol-synthesis,W,MgO,BaO,Flame-spray,20.71,495.8,33.0,14896.0,2.42,0.6692,0.6153,0.828,16.13,157.9
dry-reforming,Cu,HZSM-5,K2O,Electrodeposition,0.9,843.5,16.6,23369.0,3.97,0.4602,0.4243,0.6577,24.48,179.4
co2-reduction,Pt,CeO2,Cs2O,Co-precipitation,16.54,300.3,37.8,45286.0,1.08,0.61,0.5969,0.8948,2.67,75.8
syngas-to-ethanol,Zn,MCM-41,K2O,Co-precipitation,0.53,481.4,14.1,12083.0,2.88,0.571,0.5037,0.748,10.11,134.3
methanol-synthesis,Zn,SBA-15,La2O3,Electrodeposition,2.24,406.5,73.3,6019.0,1.6,0.6315,0.7055,0.5368,15.87,50.6
co2-reduction,Pd,SAPO-34,Rb2O,Sputtering,0.71,620.0,44.6,36399.0,2.7,0.5848,0.5834,0.6256,1.65,91.8
ammonia-synthesis,Ru,SAPO-34,K2O,Sol-gel,18.93,571.7,39.0,48199.0,1.6,0.875,0.8436,0.6886,21.9,71.5
methanol-synthesis,Ag,BEA,SrO,Sputtering,18.17,327.9,94.2,2314.0,3.46,0.6367,0.7155,0.749,1.12,60.8
dehydrogenation,Cr,SiO2,CaO,Ion-exchange,16.33,727.0,79.6,12728.0,1.85,0.4544,0.378,0.616,4.82,125.7
methanol-synthesis,Cr,MOF-5,None,Deposition-precipitation,23.38,205.6,86.2,28851.0,1.78,0.458,0.4639,0.7153,23.5,144.4
methanol-synthesis,Ni,ZrO2,K2O,Impregnation,6.92,131.9,7.0,39675.0,2.27,0.5565,0.5931,0.9379,16.0,105.2
water-gas-shift,Zn,SBA-15,CaO,Co-precipitation,16.19,530.1,16.1,5096.0,0.78,0.5361,0.5358,0.6512,78.43,176.1
co2-reduction,W,TiO2,CaO,Sputtering,16.04,767.6,68.4,4240.0,2.95,0.3031,0.2361,0.6528,8.97,157.0
ethanol-to-jet,Ag,SAPO-34,CaO,Co-precipitation,11.61,587.1,31.6,37343.0,3.09,0.5599,0.5409,0.8573,4.47,136.2
ethanol-to-jet,Fe,C,Na2O,ALD,13.17,758.0,26.7,19222.0,3.12,0.479,0.5287,0.8216,6.07,139.9
methanol-synthesis,Ni,TiO2,CaO,Ion-exchange,13.33,310.4,97.5,31749.0,2.24,0.6058,0.6437,0.6752,3.96,38.3
dehydrogenation,Fe,TiO2,La2O3,Ion-exchange,19.45,815.4,67.7,6651.0,3.09,0.3149,0.3257,0.5901,27.15,158.8
ethanol-to-jet,Ag,HZSM-5,Li2O,Deposition-precipitation,9.88,220.1,93.2,43017.0,2.44,0.657,0.7494,0.6724,24.62,141.1
water-gas-shift,Ag,TiO2,BaO,Flame-spray,22.94,355.9,82.8,29005.0,0.92,0.6542,0.7061,0.7771,2.3,37.9
syngas-to-ethanol,Cr,HZSM-5,CaO,Co-precipitation,21.99,792.8,77.6,16224.0,0.8,0.4697,0.5136,0.659,7.71,85.3
biomass-to-hmf,Ti,Graphene,Cs2O,Sputtering,6.44,394.6,97.2,49892.0,3.22,0.6294,0.7453,0.6952,1.04,112.0
syngas-to-ethanol,Pd,HZSM-5,CaO,Impregnation,6.21,377.1,84.1,43983.0,3.83,0.5842,0.4332,0.7678,23.33,128.6
biomass-to-hmf,In,SiO2,Rb2O,Hydrothermal,10.79,868.9,97.3,7976.0,1.48,0.4132,0.2811,0.5457,9.47,64.7
hydrogenation,Zn,SBA-15,Na2O,Electrodeposition,24.38,167.9,10.5,7542.0,3.37,0.3946,0.3852,0.5688,19.4,115.2
water-gas-shift,Pd,SiO2,Cs2O,Ion-exchange,21.35,840.8,39.9,41763.0,1.64,0.332,0.3254,0.5996,7.99,65.0
syngas-to-ethanol,Pd,Graphene,SrO,Co-precipitation,4.31,231.5,47.1,20919.0,2.38,0.4705,0.5571,0.9138,0.12,61.1
biomass-to-hmf,Mo,Al2O3,K2O,Co-precipitation,4.36,648.8,82.8,35147.0,0.64,0.5525,0.5265,0.6203,0.47,79.2
methanol-synthesis,Ag,TiO2,CaO,ALD,1.7,339.1,82.2,9520.0,3.83,0.5791,0.6335,0.6122,2.06,113.4
hydrogenation,Ag,SAPO-34,Li2O,Co-precipitation,20.2,211.8,2.2,41688.0,3.94,0.6479,0.6018,0.6315,2.97,153.6
dry-reforming,Co,ZrO2,SrO,Ion-exchange,22.98,160.0,99.7,10690.0,2.76,0.5744,0.6387,0.6542,17.6,43.8
dry-reforming,In,HZSM-5,Li2O,Impregnation,4.62,559.1,82.3,20355.0,0.6,0.5436,0.5476,0.7838,17.02,55.9
syngas-to-ethanol,Fe,Al2O3,Cs2O,Electrodeposition,22.14,127.7,62.3,13043.0,1.53,0.5636,0.5255,0.8807,23.76,112.6
ethanol-to-jet,Co,Al2O3,CaO,Sol-gel,10.77,614.1,79.9,13208.0,3.98,0.669,0.6857,0.899,12.5,32.9
water-gas-shift,Sn,C,Rb2O,Electrodeposition,8.93,552.5,32.8,14251.0,0.59,0.5486,0.5498,0.7245,0.85,34.4
biomass-to-hmf,Cu,Graphene,Li2O,ALD,9.26,567.2,24.0,8822.0,1.37,0.5509,0.4888,0.6616,51.29,110.1
ethanol-to-jet,Ag,ZrO2,CaO,Deposition-precipitation,23.41,893.2,18.2,12591.0,1.61,0.4154,0.4038,0.5865,16.19,83.8
dehydrogenation,Ni,SBA-15,Na2O,Sputtering,14.31,550.5,19.6,49412.0,3.59,0.5885,0.6728,0.9073,3.82,76.4
ammonia-synthesis,Cu,SAPO-34,None,Hydrothermal,15.24,115.9,48.3,17255.0,2.65,0.5262,0.5295,0.7677,15.0,81.1
co2-reduction,Au,HZSM-5,None,Sol-gel,14.87,833.8,77.7,42478.0,3.51,0.3846,0.371,0.6479,13.05,86.0
water-gas-shift,Ti,SAPO-34,Na2O,Ion-exchange,8.4,880.7,73.5,22407.0,2.74,0.4788,0.4024,0.4918,5.55,77.6
hydrogenation,Ce,Graphene,Na2O,Hydrothermal,16.81,751.6,38.5,36966.0,1.53,0.4035,0.4064,0.8021,6.73,30.3
dehydrogenation,Mn,CNT,SrO,Impregnation,4.96,354.6,81.1,30958.0,2.74,0.5925,0.4568,0.6313,13.29,104.4
dry-reforming,Co,SiO2,Na2O,Deposition-precipitation,4.61,808.3,9.8,35739.0,2.74,0.4786,0.5893,0.5249,15.05,97.0
biomass-to-hmf,Ru,SiO2,K2O,Deposition-precipitation,6.79,186.4,1.1,19911.0,3.06,0.6137,0.713,0.665,10.4,162.7
ammonia-synthesis,Mn,TiO2,Rb2O,Flame-spray,2.98,483.6,86.5,32898.0,2.91,0.6526,0.5717,0.7926,7.26,41.1
ethanol-to-jet,Pt,HZSM-5,Na2O,Ion-exchange,23.82,159.4,17.8,19397.0,3.06,0.3691,0.3281,0.7383,4.58,164.7
methanol-synthesis,Au,ZrO2,SrO,Electrodeposition,17.76,445.1,65.7,30759.0,2.02,0.5423,0.5161,0.6939,47.46,79.7
syngas-to-ethanol,Zn,SBA-15,Rb2O,ALD,7.0,325.2,24.5,3432.0,2.5,0.6908,0.699,0.6673,1.32,53.0
dry-reforming,Ni,MgO,K2O,Ion-exchange,20.69,600.1,48.6,5752.0,1.22,0.8146,0.7971,0.7196,11.48,176.6
ammonia-synthesis,In,Al2O3,CaO,Electrodeposition,12.48,628.8,10.0,27662.0,1.15,0.5604,0.6512,0.483,17.19,85.4
ammonia-synthesis,Cu,Al2O3,Li2O,Electrodeposition,6.95,769.7,56.9,8405.0,2.94,0.4191,0.3544,0.6114,19.48,130.2
hydrogenation,Zn,Graphene,SrO,Hydrothermal,14.06,772.6,82.0,21513.0,2.37,0.5646,0.6413,0.7558,28.61,101.2
syngas-to-ethanol,V,Al2O3,K2O,Flame-spray,22.62,671.4,50.7,45122.0,3.3,0.5245,0.5446,0.6414,9.93,123.0
methanol-synthesis,Mo,CeO2,La2O3,Hydrothermal,20.31,200.9,42.9,49426.0,2.02,0.5378,0.6128,0.6258,36.52,124.1
dehydrogenation,Rh,TiO2,K2O,Co-precipitation,10.01,417.9,33.3,14534.0,2.1,0.6747,0.6704,0.81,10.23,148.0
dehydrogenation,Ti,BEA,CaO,Co-precipitation,10.65,218.6,59.2,38160.0,3.79,0.6108,0.6046,0.99,16.78,114.4
methanol-synthesis,Pt,CNT,Rb2O,Deposition-precipitation,22.01,311.3,65.8,29029.0,2.16,0.6865,0.5774,0.7735,60.13,90.4
dehydrogenation,Ce,MCM-41,CaO,Impregnation,10.2,803.2,69.4,3415.0,2.16,0.3768,0.3617,0.5219,5.53,85.9
dry-reforming,Pt,Al2O3,Cs2O,Electrodeposition,21.53,647.9,97.3,12170.0,1.55,0.5286,0.5759,0.7544,38.24,146.1
dry-reforming,Rh,SBA-15,CaO,Sputtering,16.32,250.3,21.9,41375.0,3.09,0.5697,0.6128,0.9404,13.7,160.1
ethanol-to-jet,Cr,Graphene,La2O3,Co-precipitation,8.12,505.4,14.4,42713.0,3.58,0.6021,0.559,0.8327,3.66,58.9
syngas-to-ethanol,Cu,SiO2,None,Electrodeposition,1.74,388.3,20.7,19049.0,2.12,0.6512,0.5875,0.8957,17.15,168.5
ethanol-to-jet,Ag,TiO2,Li2O,Sputtering,11.43,868.4,48.0,28015.0,1.7,0.4582,0.4744,0.5923,23.44,68.8
methanol-synthesis,Pt,HZSM-5,CaO,Impregnation,4.49,557.8,96.5,42998.0,2.77,0.5597,0.6032,0.8722,18.77,70.4
water-gas-shift,Cr,HZSM-5,None,Electrodeposition,22.83,617.9,60.5,1415.0,1.38,0.4854,0.5684,0.7427,20.02,75.8
biomass-to-hmf,Zn,MOF-5,CaO,Deposition-precipitation,11.75,274.6,30.9,26511.0,2.68,0.5163,0.5582,0.7762,7.38,31.1
dry-reforming,W,MCM-41,SrO,Sputtering,7.43,647.5,48.7,17478.0,1.47,0.581,0.5555,0.5792,5.7,71.5
biomass-to-hmf,Ru,CeO2,Rb2O,Hydrothermal,22.54,744.3,80.4,30402.0,2.81,0.3909,0.361,0.4528,11.62,138.2
ammonia-synthesis,Pt,Al2O3,CaO,Flame-spray,10.01,128.3,71.1,29030.0,1.16,0.5305,0.4804,0.6733,3.42,63.4
hydrogenation,V,MOF-5,Na2O,ALD,7.85,236.0,66.1,28354.0,1.53,0.5106,0.5129,0.616,14.08,141.1
hydrogenation,Fe,MCM-41,Na2O,Co-precipitation,5.95,278.7,87.3,21603.0,3.6,0.5487,0.6177,0.8178,10.04,117.8
ammonia-synthesis,In,C,None,Sputtering,14.72,596.5,47.7,10533.0,0.92,0.5305,0.5411,0.6976,5.54,109.5
water-gas-shift,Cu,CNT,La2O3,Sol-gel,24.81,374.1,98.7,44749.0,3.95,0.5366,0.4134,0.8227,12.56,159.4
co2-reduction,Co,C,Na2O,Sol-gel,8.18,146.4,45.8,11260.0,3.21,0.7364,0.7805,0.7691,23.31,53.8
methanol-synthesis,Pd,ZrO2,CaO,Flame-spray,10.38,872.3,38.9,2849.0,1.2,0.4855,0.4783,0.6625,0.75,32.1
dry-reforming,Cr,SiO2,None,Impregnation,15.85,299.1,69.7,17873.0,0.95,0.4962,0.4713,0.7664,1.33,118.3
co2-reduction,Co,CNT,None,Ion-exchange,23.74,464.7,52.5,26682.0,2.02,0.4784,0.5013,0.5814,19.43,50.1
ammonia-synthesis,Sn,Graphene,BaO,Sol-gel,23.73,834.6,40.9,12192.0,3.05,0.3238,0.2115,0.6476,7.63,140.1
dehydrogenation,Cr,CeO2,K2O,Deposition-precipitation,17.92,733.7,38.1,32376.0,3.2,0.3306,0.3804,0.5321,1.65,119.1
ethanol-to-jet,In,MCM-41,None,Impregnation,17.4,433.4,38.6,27817.0,2.16,0.5665,0.4688,0.7661,10.55,134.3
ethanol-to-jet,Pt,MgO,K2O,ALD,7.11,584.5,14.6,41702.0,0.87,0.5539,0.603,0.5088,45.63,47.7
methanol-synthesis,In,C,BaO,Sputtering,5.39,310.4,52.8,10882.0,2.96,0.6964,0.7095,0.691,13.91,35.9
ammonia-synthesis,Ru,SBA-15,Li2O,Deposition-precipitation,6.25,110.2,9.8,6411.0,2.51,0.5975,0.5793,0.7147,25.55,172.4
hydrogenation,Co,SBA-15,K2O,Ion-exchange,16.29,465.4,97.8,13942.0,0.68,0.6526,0.7026,0.7481,3.89,161.1
biomass-to-hmf,Sn,Graphene,Na2O,Flame-spray,18.59,176.0,76.1,3249.0,3.48,0.4558,0.5481,0.5507,17.28,55.6
dry-reforming,Mo,ZrO2,Cs2O,Co-precipitation,9.63,374.2,12.3,20612.0,2.1,0.6284,0.7238,0.6827,8.66,133.5
ammonia-synthesis,Zn,MCM-41,La2O3,Co-precipitation,3.75,681.1,98.2,42373.0,0.86,0.4996,0.5724,0.4998,11.03,102.4
dehydrogenation,Mo,CeO2,SrO,Flame-spray,19.59,589.1,86.4,44118.0,3.05,0.6687,0.7683,0.6618,33.21,102.5
ammonia-synthesis,In,MOF-5,CaO,Electrodeposition,1.63,309.3,32.1,35524.0,2.87,0.6089,0.6526,0.7053,14.22,116.5
dehydrogenation,Ag,MCM-41,Na2O,ALD,13.32,660.5,10.4,33424.0,1.37,0.5812,0.4928,0.6321,7.2,131.4
water-gas-shift,Pd,CNT,Rb2O,Sputtering,1.84,614.7,16.5,42593.0,3.48,0.5347,0.6971,0.5036,7.47,41.2
ammonia-synthesis,Au,SiO2,Na2O,Ion-exchange,1.73,278.2,64.7,20761.0,1.32,0.6383,0.6695,0.8325,75.63,150.2
ammonia-synthesis,Co,CNT,Li2O,Electrodeposition,8.24,884.5,74.8,1871.0,1.91,0.4741,0.4732,0.5545,1.06,112.4
methanol-synthesis,Ce,ZrO2,Cs2O,ALD,14.28,623.7,46.2,17702.0,3.39,0.5778,0.5886,0.5646,6.33,156.6
dry-reforming,W,Graphene,SrO,Sputtering,12.09,625.7,71.9,6587.0,3.16,0.592,0.5118,0.6281,31.39,81.2
biomass-to-hmf,W,BEA,Na2O,Co-precipitation,1.62,231.3,14.9,36126.0,3.03,0.4466,0.4124,0.9541,4.38,121.6
syngas-to-ethanol,In,MOF-5,CaO,Hydrothermal,11.7,725.1,72.0,6281.0,1.95,0.5137,0.5311,0.8007,8.04,155.6
dehydrogenation,In,Graphene,Li2O,Electrodeposition,16.63,865.0,14.3,25443.0,2.36,0.4151,0.3627,0.5183,32.81,170.3
dehydrogenation,V,MOF-5,Rb2O,Sol-gel,17.45,238.9,81.7,6074.0,2.8,0.5723,0.5537,0.7203,1.45,78.3
water-gas-shift,Zn,ZrO2,BaO,Ion-exchange,10.25,374.3,30.1,40435.0,0.98,0.5852,0.6665,0.7132,6.25,163.0
hydrogenation,Pt,CNT,Rb2O,Deposition-precipitation,17.94,848.4,63.6,10844.0,2.68,0.7555,0.7324,0.4689,92.37,81.8
co2-reduction,Fe,BEA,Rb2O,Deposition-precipitation,17.9,708.6,56.7,29558.0,3.8,0.371,0.3973,0.6936,17.12,131.1
hydrogenation,Pt,MOF-5,CaO,Impregnation,13.31,120.2,15.4,33842.0,1.2,0.99,0.99,0.723,3.38,54.1
biomass-to-hmf,Rh,CeO2,None,Ion-exchange,5.5,532.9,36.5,23177.0,2.66,0.5315,0.5796,0.8199,16.39,114.3
syngas-to-ethanol,W,MgO,BaO,ALD,19.72,739.1,29.5,33560.0,3.74,0.3428,0.278,0.3797,4.33,173.5
dry-reforming,W,HZSM-5,None,Ion-exchange,5.48,795.1,86.2,22710.0,1.29,0.4305,0.534,0.4642,7.8,136.4
dry-reforming,Ti,BEA,SrO,Hydrothermal,19.52,871.4,30.1,9694.0,2.89,0.3896,0.3866,0.6098,4.67,56.1
hydrogenation,In,MgO,None,Flame-spray,7.34,311.4,16.9,42455.0,0.52,0.6241,0.6405,0.772,5.67,170.6
ethanol-to-jet,Pd,MOF-5,Na2O,Sputtering,1.75,845.9,61.9,33433.0,2.22,0.3795,0.3575,0.6644,4.03,83.7
dry-reforming,Cr,SiO2,La2O3,ALD,2.17,504.1,42.2,27315.0,0.82,0.4861,0.4475,0.7205,21.01,62.0
dry-reforming,Au,TiO2,Cs2O,Hydrothermal,23.78,594.6,48.0,28505.0,3.13,0.5385,0.5953,0.8668,2.59,47.2
dry-reforming,Mo,SiO2,SrO,Sputtering,6.47,131.9,88.7,19687.0,3.29,0.6235,0.4502,0.7077,2.47,68.5
biomass-to-hmf,Ni,MOF-5,Rb2O,Deposition-precipitation,13.1,507.0,49.2,15525.0,2.78,0.5534,0.5161,0.7068,46.71,42.4
methanol-synthesis,Fe,Graphene,Rb2O,ALD,0.68,152.4,67.4,38906.0,3.53,0.5718,0.4867,0.6224,10.09,45.6
hydrogenation,Zn,MCM-41,K2O,Sol-gel,1.08,673.5,4.8,4589.0,1.12,0.4836,0.4418,0.4548,11.68,40.6
syngas-to-ethanol,Rh,MgO,CaO,Electrodeposition,15.94,446.4,2.7,33992.0,2.37,0.656,0.6452,0.7501,1.04,122.8
dehydrogenation,Cu,SBA-15,K2O,Deposition-precipitation,23.24,184.9,78.9,15766.0,0.8,0.5272,0.6288,0.7178,54.24,95.7
water-gas-shift,Ni,C,La2O3,ALD,5.89,697.4,79.9,42624.0,1.53,0.5698,0.5702,0.5507,1.84,74.7
dry-reforming,Ni,BEA,Rb2O,Sol-gel,3.52,104.0,60.1,27320.0,3.81,0.5032,0.4616,0.6534,8.96,142.2
dry-reforming,Ru,MgO,Rb2O,Sol-gel,4.44,276.6,83.6,10522.0,1.13,0.5502,0.5383,0.8095,13.45,157.8
hydrogenation,Mo,MCM-41,Rb2O,Co-precipitation,7.62,153.9,10.7,36554.0,2.21,0.4368,0.452,0.536,5.01,49.2
syngas-to-ethanol,In,Al2O3,SrO,Co-precipitation,22.55,354.2,45.6,31201.0,1.57,0.6065,0.6701,0.712,20.06,114.8
dry-reforming,Au,MgO,La2O3,Impregnation,8.17,728.5,71.5,32401.0,1.47,0.4054,0.2847,0.5345,7.77,131.9
dry-reforming,V,C,Li2O,Deposition-precipitation,19.48,489.6,11.8,32632.0,0.79,0.6435,0.5614,0.6963,12.77,154.0
hydrogenation,Ru,Al2O3,K2O,Co-precipitation,22.36,779.7,63.5,40819.0,2.53,0.4618,0.4928,0.6467,1.88,61.9
ethanol-to-jet,W,Al2O3,Rb2O,ALD,12.07,720.2,37.2,11942.0,3.2,0.384,0.4576,0.5465,6.2,73.6
ammonia-synthesis,Cr,BEA,K2O,Flame-spray,9.41,108.5,24.6,48236.0,3.94,0.5077,0.4712,0.8765,28.26,143.6
co2-reduction,Mo,CeO2,La2O3,Sputtering,23.74,627.5,96.8,37060.0,2.19,0.5274,0.5508,0.5155,7.59,62.8
ammonia-synthesis,Ag,SAPO-34,Cs2O,Deposition-precipitation,6.23,634.9,52.3,39782.0,1.86,0.6307,0.6903,0.8589,16.98,162.2
ethanol-to-jet,Au,SAPO-34,Rb2O,Ion-exchange,20.95,310.7,54.9,9519.0,2.79,0.5837,0.5712,0.7959,13.89,128.0
methanol-synthesis,Cr,Al2O3,CaO,Hydrothermal,13.15,382.3,86.9,24856.0,2.19,0.6719,0.6628,0.8052,12.06,105.3
co2-reduction,Mo,CeO2,BaO,Co-precipitation,13.11,324.6,15.9,8711.0,2.61,0.6293,0.68,0.7608,1.39,129.2
water-gas-shift,Au,SBA-15,K2O,Electrodeposition,17.04,483.2,59.5,32716.0,1.94,0.5981,0.5595,0.5383,6.43,49.2
dehydrogenation,Fe,CeO2,Rb2O,Impregnation,22.32,217.5,17.5,46200.0,2.31,0.4817,0.4952,0.8889,2.47,175.4
ethanol-to-jet,Pt,SAPO-34,BaO,Electrodeposition,15.36,477.1,48.7,11749.0,1.94,0.6911,0.6458,0.8195,16.93,117.4
co2-reduction,Ce,MCM-41,Rb2O,Ion-exchange,4.61,648.5,92.3,30230.0,0.74,0.4946,0.4264,0.5397,1.6,49.8
ethanol-to-jet,Ru,BEA,Rb2O,Flame-spray,20.75,584.4,18.6,45179.0,2.6,0.6197,0.7122,0.7547,0.66,109.7
methanol-synthesis,Co,C,La2O3,Sputtering,13.71,101.0,93.8,34249.0,2.01,0.7199,0.761,0.9159,24.81,161.2
hydrogenation,Zn,SiO2,Li2O,Flame-spray,9.09,743.7,90.9,42022.0,2.52,0.4723,0.5046,0.5562,31.08,68.2
syngas-to-ethanol,Co,Al2O3,SrO,ALD,10.51,251.2,71.2,39682.0,2.52,0.5396,0.4539,0.5962,7.63,31.1
syngas-to-ethanol,Au,MgO,Na2O,Co-precipitation,4.29,621.3,26.1,42894.0,1.98,0.6634,0.5925,0.5734,36.15,71.3
water-gas-shift,Ru,MgO,Rb2O,ALD,12.32,396.2,55.9,13435.0,1.57,0.6534,0.5693,0.8096,27.65,135.8
co2-reduction,In,SBA-15,BaO,Electrodeposition,19.69,859.4,10.9,25909.0,3.25,0.73,0.8072,0.5702,33.67,122.1
ethanol-to-jet,Fe,MgO,None,Co-precipitation,20.67,477.3,60.4,5319.0,1.42,0.6764,0.6857,0.7881,18.05,121.4
