Reaction,Metal,Support,Temperature,Pressure,Activity,Selectivity
methanol-synthesis,Co,Al2O3,338.14063529133443,12.878450026849363,0.650314640460722,0.6214700469845645
syngas-to-ethanol,Sn,MgO,264.2016212192975,38.640537125808386,0.5417846056032571,0.4852992628703762
methanol-synthesis,Rh,BEA,691.6802315729209,80.81381847010962,0.5264902088957641,0.5985686399286592
ethanol-to-jet,Ru,HZSM-5,433.5427370830029,46.515670785271226,0.4764177749936355,0.4365730122201117
ethanol-to-jet,Fe,MgO,522.709792575798,71.24039719532449,0.528853606359027,0.5187013370568774
syngas-to-ethanol,Pd,SAPO-34,413.27099959222045,96.65376941227949,0.6185572936685654,0.5883580343327743
methanol-synthesis,Pt,C,690.8168434966096,92.05720542239708,0.504329489373645,0.496545627604041
ethanol-to-jet,Ru,SAPO-34,308.1557086347769,59.29825754198828,0.6583891030829904,0.671110145248051
biomass-to-hmf,Cu,MgO,715.8408705270176,74.83467781999569,0.3168801331037601,0.29628628479763675
methanol-synthesis,Fe,CeO2,199.64659535746375,63.68924202985046,0.47561968879637534,0.4539917794053943
biomass-to-hmf,Rh,SiO2,738.8497755270328,35.58815128176565,0.3197226071189148,0.29867338307790164
methanol-synthesis,In,SAPO-34,245.18874188050137,20.529908479574342,0.5144887428448206,0.6182587827770926
biomass-to-hmf,Co,SAPO-34,265.14498381569894,77.51196083550846,0.5435562351715846,0.5272550585631925
syngas-to-ethanol,Ag,C,592.7367609046419,88.32276750270043,0.5600606961081972,0.5396569274571197
biomass-to-hmf,Fe,TiO2,248.1223109055,7.760339591079853,0.3980937732411073,0.34768945769523707
syngas-to-ethanol,Au,Al2O3,667.6142914484283,59.55055592627108,0.4064604039487072,0.3888847297466418
co2-reduction,Rh,SAPO-34,351.76510289410214,45.73947250636754,0.6009209189594775,0.6847427845732417
ethanol-to-jet,Fe,Al2O3,199.87515076274576,86.56075335859867,0.5163463686882082,0.5053913422477649
ethanol-to-jet,Pt,BEA,399.9136097786022,58.452611333707864,0.6414702790591744,0.5309135136087801
ethanol-to-jet,Ag,SiO2,358.9923958722784,48.08727376636388,0.6117807279054283,0.6503239875997766
methanol-synthesis,Ni,C,217.27622022575457,90.01355656162158,0.4260706877110079,0.4832583898713544
co2-reduction,Sn,SAPO-34,477.9568509756223,18.083332232200128,0.6169248203747206,0.5961604246796806
methanol-synthesis,Sn,C,794.1409147204769,52.88278676384728,0.3316390933053142,0.445173736195534
biomass-to-hmf,Co,TiO2,392.3537883658626,29.00646428282737,0.6090933127529248,0.6215043420679416
syngas-to-ethanol,Fe,HZSM-5,662.997505516382,65.08323033996139,0.4770319550229878,0.4345397365497482
ethanol-to-jet,Fe,SAPO-34,512.6760880719614,39.26985626765005,0.5415167908272123,0.4987125995317689
co2-reduction,Sn,CeO2,366.6853234393618,58.69121194405554,0.6035783118609696,0.5796954395227137
methanol-synthesis,Fe,Al2O3,779.002730000284,70.14951631837621,0.3239489912873196,0.340632096551667
syngas-to-ethanol,Co,SAPO-34,351.22822682037463,38.291251299573716,0.6518769972128949,0.6263761772701576
co2-reduction,Co,BEA,210.74442729291414,67.37514796791397,0.4865062532353314,0.43756806744621607
biomass-to-hmf,Fe,HZSM-5,385.6884848383288,18.84602936480762,0.5777853369961944,0.596650361648437
methanol-synthesis,Fe,C,274.8034018818511,99.99768548919982,0.5378494308322675,0.4917411646233863
methanol-synthesis,Cu,Al2O3,698.8784526458242,11.012935603121521,0.543480296005283,0.6112621889455305
biomass-to-hmf,Sn,BEA,174.5358700324148,34.339672824463875,0.5206717451611851,0.6145115357890883
biomass-to-hmf,Co,MgO,250.264294858729,18.903750749700965,0.46131054004482136,0.3990778048792505
biomass-to-hmf,Co,C,178.4000781704343,37.065641998946134,0.41106398755478607,0.4858662031292452
methanol-synthesis,Ag,Al2O3,639.0542573224659,78.59623558404942,0.5327182828177028,0.52993904927218
methanol-synthesis,Rh,SiO2,351.15413276581324,81.05376323798785,0.613998431315991,0.5577239789510722
syngas-to-ethanol,In,TiO2,590.8994362923102,57.47151994302526,0.6222875989808413,0.6287486580796027
syngas-to-ethanol,Ag,Al2O3,655.7806242124518,50.78776245727032,0.5054697397302447,0.5417580709251792
syngas-to-ethanol,Co,SiO2,670.8184956985059,14.70145492573969,0.5240504615868357,0.5352446628007922
co2-reduction,Ni,C,718.176014283954,55.89953379701869,0.26047627722773437,0.28404969508453415
ethanol-to-jet,Sn,BEA,703.2579312551062,29.221238391873516,0.39410122482375165,0.46137222713150056
methanol-synthesis,Pd,C,738.4490358358568,15.587516943168826,0.37965933133196983,0.3540985475104106
syngas-to-ethanol,Cu,SiO2,680.8571163060753,88.57834759808274,0.450519758987071,0.44423041298208854
ethanol-to-jet,Ru,HZSM-5,407.6950775556611,38.02218728022299,0.6027862456144347,0.6574958215379821
syngas-to-ethanol,Cu,TiO2,295.9501930946253,32.54980266952339,0.41537676851425903,0.49185428448728974
ethanol-to-jet,Sn,TiO2,664.3974143634144,14.622359184861295,0.49209960507105055,0.47075555157367954
co2-reduction,Ag,CeO2,643.2467505976447,47.44190258839388,0.7993947812369916,0.7166519476437031
biomass-to-hmf,Ni,SAPO-34,162.35252519213074,22.34981970236709,0.5411585291980957,0.5448244275575159
methanol-synthesis,Rh,BEA,425.1155933161933,77.84109063090425,0.5355019550129473,0.4707480164097665
methanol-synthesis,Pd,SAPO-34,181.03714030225333,42.56272883159086,0.4832107650354936,0.5666618412999632
biomass-to-hmf,Ag,SAPO-34,222.05763193850976,90.60954168053786,0.48702043243181975,0.41186328477591444
biomass-to-hmf,Rh,HZSM-5,560.7707123085426,57.929698295532724,0.48771284679570276,0.47407666830831924
methanol-synthesis,Pd,MgO,151.01681835670934,35.92878792297735,0.3651556678529214,0.3624409245270308
biomass-to-hmf,Ru,CeO2,581.841346132306,9.475781543738915,0.4884532734895661,0.523263591730237
co2-reduction,Cu,BEA,503.65327395322174,78.85482124868643,0.9424478047472673,0.99
biomass-to-hmf,Rh,HZSM-5,403.79492616404167,47.54337273769011,0.5865555654722584,0.5312292700351748
syngas-to-ethanol,Fe,Al2O3,635.7557845157194,36.352293774958554,0.628667990162493,0.6316289118632173
ethanol-to-jet,Fe,SiO2,626.4116639429171,63.197439285089985,0.5006964645956473,0.49949021024014717
biomass-to-hmf,Sn,TiO2,236.71623340858662,35.87760556530476,0.5099042380383928,0.5026862174421957
co2-reduction,Au,CeO2,689.7493768963418,68.78357407448937,0.47131689965598816,0.44397395259396855
syngas-to-ethanol,Au,CeO2,677.4734932009442,7.246953166190238,0.4983623364892001,0.47119109793251185
syngas-to-ethanol,Ni,Al2O3,281.0341453438556,79.31981210967535,0.4643577108661418,0.46967922225073666
ethanol-to-jet,Fe,Al2O3,484.9993330154242,98.92314752731622,0.5872511391289572,0.6624507885580917
biomass-to-hmf,Ag,Al2O3,173.8035014989904,65.04314938127428,0.3674515095803494,0.4220268521764725
co2-reduction,Fe,HZSM-5,712.7688801007374,33.86054395175311,0.36230425962488144,0.25863474800447395
ethanol-to-jet,Fe,MgO,728.1662360579829,74.5874628464425,0.28286562029598256,0.264293576996193
syngas-to-ethanol,Fe,CeO2,472.53209724906475,50.2548158568691,0.529624415264109,0.4907335808845652
biomass-to-hmf,Pd,SAPO-34,622.6028608227132,8.81377359949132,0.44447120772670856,0.5320847298978897
biomass-to-hmf,Co,BEA,340.9481723516243,11.157192870429316,0.646783919657373,0.710361674407081
co2-reduction,Au,Al2O3,349.2223064589891,60.65954114532938,0.6360836032021617,0.5796310146413003
syngas-to-ethanol,Co,C,378.5055394517949,5.193161122162823,0.5737739866860113,0.5982427147474072
co2-reduction,Pt,MgO,328.46098404865745,98.02270064023364,0.5388936095554027,0.5745435310640221
ethanol-to-jet,Cu,MgO,386.1522349231385,80.30850158065482,0.5879837300920933,0.5692426897146133
methanol-synthesis,Ni,CeO2,701.6350514808474,68.13079832754943,0.3355479984101746,0.35776116398447655
syngas-to-ethanol,Ni,CeO2,193.70168599037072,78.07302197717968,0.481951691709046,0.5399181818772584
co2-reduction,Fe,MgO,767.1536227219478,4.206147073987031,0.24594683362000513,0.2767436139672183
methanol-synthesis,Au,C,766.7352940226117,37.82932446859769,0.32965506289841917,0.31417774093271966
ethanol-to-jet,Pt,CeO2,494.14892299858826,40.40537054929255,0.6163066511121059,0.5537509722928408
co2-reduction,In,SAPO-34,166.8436715616931,19.41875689778739,0.896201350960345,0.8869562441381956
biomass-to-hmf,Ru,BEA,226.5446470689389,77.72148386961733,0.47386384897404804,0.5263143102658925
syngas-to-ethanol,In,Al2O3,601.087416676516,99.86425550750508,0.46478281547286204,0.39435975065468404
methanol-synthesis,Cu,CeO2,704.3370887498097,45.75222583929434,0.2221685413238048,0.2524690388910868
syngas-to-ethanol,Cu,TiO2,584.0958638178291,71.24450819513923,0.43597853237518586,0.5237182414744042
biomass-to-hmf,Rh,Al2O3,729.3655935300278,85.28484302455946,0.19590352960581386,0.28072634802031576
methanol-synthesis,Fe,BEA,295.75704990987174,98.52812212628913,0.5105508733601309,0.5057152177666113
methanol-synthesis,In,C,167.0846174253727,55.84812228869991,0.47275404565955254,0.4927108513771561
co2-reduction,Ag,BEA,234.3512993139508,88.54039823662737,0.8481182648787575,0.9032833589795836
ethanol-to-jet,Pd,MgO,799.7367785573515,72.16809632918122,0.305711382433102,0.31322647050619584
biomass-to-hmf,Ru,MgO,685.1706096804539,8.301320578212664,0.4818193893893072,0.4789721082032538
co2-reduction,Au,SAPO-34,442.48342218094746,68.33079007430851,0.615390088444603,0.5298816688117717
co2-reduction,Co,BEA,565.8660540883309,19.014350518661598,0.43259072889471434,0.4697539335958501
methanol-synthesis,Ru,BEA,741.9629761154767,6.48587215175993,0.3085432719063971,0.29934410508876313
ethanol-to-jet,Rh,CeO2,347.6809528248541,17.03472899603407,0.6009216966532697,0.6183007819213532
methanol-synthesis,Fe,BEA,731.7018459337309,84.74743690943069,0.2730120159845319,0.23409677971441625
co2-reduction,In,BEA,328.3931715887836,62.877213783410454,0.959792262754884,0.9108736238741324
biomass-to-hmf,Rh,SAPO-34,476.6725440818208,17.694954273022976,0.6204126377857235,0.5352834575738314
biomass-to-hmf,Co,CeO2,578.1763676994403,72.34264407529002,0.5514577818662821,0.5750876559869342
biomass-to-hmf,Fe,HZSM-5,686.4035737623108,3.808975301988884,0.5128014867156938,0.5619360359129695
ethanol-to-jet,Au,Al2O3,573.2344853656399,76.9289410907148,0.5832737222231288,0.6339922254740353
syngas-to-ethanol,Pt,HZSM-5,473.7247390884754,63.08923701951035,0.5079562884334177,0.4439774400966326
co2-reduction,Au,Al2O3,463.91413181402265,80.66412726735757,0.5687590711152161,0.5700636236257578
syngas-to-ethanol,Pd,C,197.43246657847476,6.93139026053223,0.5258829510234562,0.4895957603657829
syngas-to-ethanol,Ru,C,451.8874025539678,34.67906426682596,0.6093383382238539,0.5715691916061877
methanol-synthesis,Fe,TiO2,627.2298406229554,86.21695920967821,0.4694241098504026,0.39909105500799147
syngas-to-ethanol,Co,TiO2,484.73708715344435,11.51220942730063,0.5538383376944548,0.4862541074136381
methanol-synthesis,Ag,SAPO-34,323.8565883952185,25.543969370029014,0.5512063373511333,0.6038884271815254
ethanol-to-jet,Ni,Al2O3,764.5001802570923,86.55222118588065,0.25253005555840286,0.3841491588002724
syngas-to-ethanol,In,CeO2,678.7606001856421,93.44140198969107,0.5246658950440445,0.5339077012287882
co2-reduction,In,CeO2,473.87260233894074,51.95775908391696,0.9070821109909393,0.9420976049613888
syngas-to-ethanol,Pd,C,165.06459384062816,94.57804760285448,0.4712181086881113,0.4773185994203794
biomass-to-hmf,Ag,SiO2,289.84387464205673,35.93661379677918,0.6280042269134397,0.6232012319272072
ethanol-to-jet,Pd,C,538.3872011566211,84.44211504438327,0.5574636663142838,0.5223048450579895
syngas-to-ethanol,Pd,BEA,155.3153138657066,11.642211352749534,0.4982505754751519,0.5867906072569273
methanol-synthesis,Pd,TiO2,646.5068967052932,37.22779789923874,0.46865164711061164,0.5592740750104581
syngas-to-ethanol,Ni,BEA,276.5259462270174,55.769069735494014,0.5353875967727738,0.5072642579780604
ethanol-to-jet,Ru,BEA,442.73034741627174,55.43585186222453,0.631620386952776,0.6802481094341125
biomass-to-hmf,Au,SAPO-34,233.63120394798986,10.57146711644878,0.5310904981108598,0.45257926211633703
co2-reduction,Fe,BEA,760.316568520994,75.74155205698659,0.26364314120875654,0.2512672094311813
methanol-synthesis,Pt,BEA,410.9016047794419,4.985235709585481,0.5962783285449976,0.6273119334225316
ethanol-to-jet,Co,TiO2,672.5778058762378,52.41393832297524,0.5088850500466627,0.4421178321111577
methanol-synthesis,Pt,BEA,240.85764075203087,93.205504817469,0.5190098925502982,0.5495391798144893
co2-reduction,Co,MgO,793.900229414741,74.19261669678681,0.327989522396552,0.3820285586742831
co2-reduction,Pt,TiO2,479.75474103084275,51.461695974332414,0.6416961077274452,0.664655111688867
syngas-to-ethanol,Sn,Al2O3,458.68018999872163,2.6470585947291774,0.5964917144270676,0.513443667751268
co2-reduction,Au,SAPO-34,786.9337202664552,58.786512043029845,0.3214809109566293,0.3318652953147848
ethanol-to-jet,Pt,C,322.5947840407189,65.90350624551992,0.6135789418597687,0.5497415130687532
biomass-to-hmf,Pt,SiO2,618.9100729925995,58.768804427716354,0.44594717297958686,0.49860481564623205
methanol-synthesis,Rh,MgO,246.05421039521568,68.3919626100172,0.49802224230716724,0.5320972771757985
ethanol-to-jet,Pt,SAPO-34,274.0098130875028,44.66281805228856,0.501415918806523,0.5029037257813103
syngas-to-ethanol,Co,MgO,598.8251695970416,41.6273635229478,0.5469141902987998,0.5211119538879312
biomass-to-hmf,Ag,HZSM-5,608.7539008986473,52.34963794445119,0.5048060388470492,0.4816922744117971
biomass-to-hmf,Fe,C,491.560148410023,32.061507275043894,0.5782751886283842,0.5628165824549523
methanol-synthesis,Ag,BEA,372.5125614932,36.07441187583647,0.6111066885816856,0.5871692574985117
co2-reduction,Pt,C,274.9717099388637,25.405394417208676,0.5627878062786761,0.5180574411677009
biomass-to-hmf,Pd,SiO2,761.9656051128499,98.24376935112358,0.290656417791932,0.26866986487822325
co2-reduction,Sn,SiO2,598.6559425163446,49.41130487164135,0.5723488942176866,0.5821766330432654
syngas-to-ethanol,Fe,BEA,756.9052436010204,79.74513024423102,0.35159222697343173,0.27731420832158316
co2-reduction,Pd,SAPO-34,522.7599225178693,54.77589682183954,0.513352513293463,0.5578340530746349
syngas-to-ethanol,Fe,CeO2,338.79422379540813,29.47540381979985,0.6041141994637712,0.6573882182170387
ethanol-to-jet,Fe,C,576.3818328580899,74.98651147208248,0.47413557749498136,0.5446029495042604
methanol-synthesis,In,BEA,326.23626929868425,56.63978394807099,0.7149449061809625,0.6968029781589795
co2-reduction,Co,SAPO-34,550.19007236942,59.0962193585107,0.47772487392996144,0.5503940977858465
methanol-synthesis,Ni,BEA,296.6865700830815,24.05081942078932,0.5789786072865356,0.5528356059288722
ethanol-to-jet,Ru,TiO2,616.2827365626583,10.953945572957442,0.4789906591452071,0.46490142870218176
methanol-synthesis,Ni,BEA,785.6419626915067,16.636166544883224,0.23277747444828611,0.18684487712407621
syngas-to-ethanol,Ag,SiO2,641.3421886156807,29.43725871887506,0.4497929616623966,0.4114030834071901
co2-reduction,Au,HZSM-5,740.1590231781546,9.856611330640115,0.29826575563066093,0.30997649225748697
biomass-to-hmf,In,BEA,630.1462394746131,85.18297705598376,0.5775250246407039,0.5276073226037643
ethanol-to-jet,Co,MgO,723.4592325571416,18.403082046347393,0.34921611992382917,0.3385166777125537
ethanol-to-jet,Ru,C,271.1025607496178,75.15131694265459,0.49752681451737835,0.5312677891257085
co2-reduction,Ni,HZSM-5,343.95493693035246,60.675513585081454,0.543863898921885,0.5629843862310876
co2-reduction,Pd,C,792.9146555576701,54.786747872140516,0.3083226104106528,0.33294517361106024
syngas-to-ethanol,Co,BEA,454.2134998540886,20.088328429107168,0.6144584321953909,0.7372234391909356
ethanol-to-jet,Fe,CeO2,625.2275019757033,65.18024853221492,0.46811300078743423,0.44156315303734334
methanol-synthesis,Ni,TiO2,663.9989818764162,57.210341019672995,0.46884297367876177,0.441069117720749
methanol-synthesis,Co,MgO,687.5433864296012,52.0127852370198,0.4681306436346741,0.5275814701900516
ethanol-to-jet,Ru,SAPO-34,270.107780680771,14.920575687795546,0.5710252123994928,0.542487897712019
co2-reduction,In,HZSM-5,319.5104300925385,24.316604027351858,0.9083822213447885,0.9319529991641087
co2-reduction,Fe,Al2O3,528.5994885107401,57.714857407898734,0.4723888477859514,0.5040354386737269
co2-reduction,Au,TiO2,600.2995837747803,7.150308848253076,0.510146151042565,0.4343589452927034
ethanol-to-jet,Ag,Al2O3,253.81593639791606,68.92128836921994,0.5773752600665031,0.6671691437212792
co2-reduction,Sn,SAPO-34,565.1623613795991,94.12292675084414,0.4693605654757807,0.4499754874789815
co2-reduction,Pt,SiO2,292.43359060797354,14.223309437483609,0.5142932695362452,0.5310161090355965
methanol-synthesis,Ag,TiO2,420.29965003029605,55.374216373018115,0.6329272136336415,0.7334374405719589
syngas-to-ethanol,Rh,SiO2,645.2087529812196,68.35385007202039,0.4911526386252975,0.4512377763983748
biomass-to-hmf,Cu,BEA,440.3861853727142,70.67284639043139,0.5310340385992736,0.4944875366021776
ethanol-to-jet,Pt,SAPO-34,190.14273091184447,55.21727562238222,0.49834365135631015,0.5880715445321996
biomass-to-hmf,In,BEA,247.4040478985693,33.48364613647844,0.47411943504819143,0.48530883263013636
biomass-to-hmf,Ag,SAPO-34,592.191904660396,71.97487865188434,0.4991788551963624,0.5585985188687665
syngas-to-ethanol,Cu,BEA,439.56374992169333,6.50794477678684,0.7263466212936811,0.6998031826476651
methanol-synthesis,Rh,MgO,446.9190092127194,6.715941312319952,0.5755280278740889,0.6277360717275424
syngas-to-ethanol,Au,Al2O3,620.1320518862515,40.19892228537249,0.5340945744813156,0.6264299407681173
ethanol-to-jet,Sn,SiO2,525.9023222883729,5.48369047005505,0.5291964092662982,0.5112318047269452
co2-reduction,Sn,SAPO-34,501.7562776519386,6.965307500389931,0.5295327415346155,0.5849679205637609
ethanol-to-jet,Ag,HZSM-5,336.6089594793581,18.818151355745147,0.6410241090598682,0.6663878106152331
methanol-synthesis,Au,MgO,393.39959841487394,89.24202691663415,0.6533337344794576,0.7117985140017413
syngas-to-ethanol,Ru,MgO,202.16249520908838,96.4502932616879,0.5691079495518764,0.6015434439313585
biomass-to-hmf,Co,TiO2,227.11155873542916,99.29183083168111,0.49164409598415726,0.4989797803058234
syngas-to-ethanol,Rh,CeO2,623.1077915889832,23.04633138066038,0.5603254483254179,0.5194786647760561
ethanol-to-jet,Ni,Al2O3,450.95253577660696,72.19030352607435,0.6184336654436451,0.598766724827277
syngas-to-ethanol,Rh,MgO,685.1842842942598,25.503691811873782,0.5014372411467408,0.5653598342771058
co2-reduction,Co,Al2O3,272.51229330388253,87.64560928774901,0.5095549534009952,0.5118767808088026
ethanol-to-jet,Ni,MgO,549.7000846857932,93.68755510815906,0.43200719295100404,0.4693198712523651
ethanol-to-jet,In,SiO2,193.73908687817197,59.80047060045637,0.5322742090570538,0.6404369452223269
syngas-to-ethanol,Pt,HZSM-5,309.07719829195514,5.379436275543784,0.58461108825235,0.595568604635547
